CustomerId;Surname;Gender;Age;Salary;HasCreditCard;IsActiveMember
15568106;L?;Female;38;19370.73;0;1
15568120;Lacross;Female;37;72127.83;1;1
15568162;Sung;Male;53;51711.57;1;1
15568164;Istomin;Female;34;154000.99;1;1
15568238;Diaz;Male;20;113469.65;1;1
15568240;Ting;Female;30;146700.22;0;1
15568326;Kenenna;Female;44;149665.65;1;0
15568328;Black;Female;22;66393.89;1;1
15568360;Rolon;Female;41;163524.70;1;1
15568429;Mitchell;Female;46;120250.58;1;0
15568449;Fu;Male;38;15650.89;1;1
15568469;Buckley;Male;43;27862.58;1;0
15568487;Gorshkov;Male;35;69320.97;1;1
15568506;Forbes;Female;31;161811.23;1;1
15568519;Wood;Male;41;13871.34;1;0
15568562;Moss;Male;40;49656.24;1;0
15568573;Graham;Female;51;179797.79;0;1
15568595;Fleming;Male;64;124341.49;1;1
15568742;Parkes;Female;41;121299.14;1;0
15568748;Poole;Male;45;108872.45;1;1
15568819;Chiganu;Female;42;191821.35;1;1
15568834;Howells;Male;27;27654.44;0;0
15568849;Bryan;Female;31;158027.57;1;1
15568876;Hughes;Female;34;180844.81;1;0
15568878;Cheng;Male;34;159311.46;1;0
15568885;Scott;Female;34;120672.09;1;0
15568904;Kruglova;Male;34;36639.25;1;1
15568915;Bailey;Male;38;101319.76;1;0
15568953;Alexeieva;Male;27;133173.19;1;1
15568963;Naquin;Male;34;175709.40;1;0
15568982;Hao;Female;24;54724.03;1;1
15569050;Farrell;Male;45;130009.85;1;0
15569079;Hagins;Male;48;64345.61;1;0
15569098;Winifred;Male;44;35300.08;0;0
15569120;Lucas;Male;30;156346.84;1;1
15569178;Kharlamov;Female;18;71811.90;1;0
15569187;Fleming;Male;35;143774.06;0;0
15569209;Amaechi;Female;34;158668.87;1;1
15569222;Mendes;Male;32;40066.95;1;1
15569247;Mitchell;Female;57;753.37;0;1
15569248;Milanesi;Female;43;149629.13;1;0
15569249;Howarth;Female;55;67539.85;0;1
15569264;Yobanna;Male;32;149043.78;1;1
15569266;Rahman;Male;28;29179.52;1;0
15569274;Pisano;Male;49;195053.58;1;0
15569364;Victor;Male;36;35156.54;1;0
15569394;Bailey;Male;24;182775.08;1;0
15569410;Tang;Female;33;153012.13;1;1
15569423;Cunningham;Male;41;22299.27;1;0
15569430;Burrows;Female;36;152039.67;1;0
15569432;Macleod;Female;48;85240.61;1;1
15569438;Mai;Male;36;198313.69;0;0
15569446;Tu;Female;34;187985.85;1;0
15569451;Miller;Male;35;118113.64;1;1
15569452;Butler;Female;58;193502.90;0;1
15569503;Yeh;Male;44;159899.97;1;1
15569526;Morales;Male;40;77977.69;0;0
15569571;Davydova;Female;46;120376.87;1;0
15569572;Sopuluchi;Male;42;106197.44;1;1
15569590;Yoo;Male;42;40014.76;1;0
15569595;Walker;Female;50;8199.50;1;0
15569624;Feng;Female;31;145567.34;1;0
15569626;Miller;Male;35;109794.31;1;1
15569641;Sung;Female;41;59354.24;1;0
15569654;Munro;Female;31;35534.68;0;0
15569666;Goddard;Female;45;172674.36;0;0
15569670;Alexeyeva;Male;30;118029.09;1;1
15569678;Cocci;Male;32;139451.98;1;0
15569682;Leckie;Male;37;41788.25;1;0
15569759;Rawling;Female;27;163113.41;1;0
15569764;Garner;Female;41;158408.23;1;0
15569807;Ejimofor;Female;34;20598.59;1;0
15569867;Chinweuba;Female;29;19842.11;1;0
15569878;Dale;Male;37;3232.82;1;1
15569892;Johnstone;Male;35;101699.77;1;1
15569917;Obijiaku;Male;30;137674.55;0;0
15569945;Horsley;Male;29;69113.14;1;0
15569976;Woronoff;Male;65;121529.59;1;1
15570002;Burlingame;Female;55;135853.62;0;0
15570004;Tsou;Male;31;121866.87;1;0
15570051;Gill;Female;38;153122.58;0;0
15570060;Palerma;Female;43;67046.83;1;0
15570073;Marian;Male;57;195940.96;1;1
15570086;Lynch;Male;18;4777.23;0;1
15570087;Parry-Okeden;Female;44;115452.51;1;1
15570134;Padovano;Female;35;37976.36;1;1
15570141;P'eng;Female;34;80320.30;1;0
15570145;Long;Female;23;153983.99;1;0
15570192;Henry;Female;40;61164.45;0;0
15570194;Ikemefuna;Male;29;12510.53;0;0
15570205;Tao;Male;36;147758.51;1;1
15570271;Wan;Male;31;196395.25;1;1
15570289;Benson;Male;43;66893.28;1;0
15570299;Martin;Female;31;99298.80;1;0
15570326;Wilkins;Male;34;99128.13;1;1
15570360;Wan;Female;35;125986.18;0;0
15570379;Whitelegge;Male;51;85250.77;0;0
15570414;Chizoba;Male;41;136435.75;0;0
15570417;Chien;Male;35;4460.20;1;0
15570485;Udegbunam;Male;40;92378.54;0;0
15570508;Azubuike;Male;49;91347.76;1;0
15570533;Conti;Female;55;75685.59;0;1
15570601;Cheng;Female;47;33823.50;1;1
15570629;Alexeyeva;Female;72;99920.41;1;1
15570681;Chiang;Male;24;89734.70;1;0
15570769;Kibble;Male;69;24489.44;1;1
15570835;Fallaci;Female;57;41229.73;1;1
15570855;Leonard;Male;38;77864.41;1;1
15570857;Kambinachi;Female;39;147578.26;1;1
15570859;Froggatt;Male;36;57531.14;1;1
15570895;Ch'in;Male;42;38866.85;1;0
15570908;Harding;Female;29;113050.92;0;1
15570912;Ogbonnaya;Female;32;152643.48;1;1
15570931;Grant;Male;61;31641.52;0;0
15570932;Pirozzi;Male;43;119100.05;1;1
15570943;Artemyeva;Female;35;120586.32;1;1
15570947;Bruny;Female;29;126396.01;1;1
15570970;Han;Female;42;51362.82;1;1
15570990;Begley;Female;30;145160.96;0;0
15571002;Yusupov;Female;44;69865.49;0;0
15571059;Martin;Female;54;130805.54;1;0
15571065;Lehr;Female;39;94977.30;1;0
15571081;Hansen;Female;41;57549.65;1;1
15571121;Kodilinyechukwu;Female;50;3159.15;0;1
15571144;Ives;Male;28;126565.21;0;1
15571148;Baranov;Female;21;28726.07;0;0
15571193;Morrison;Male;42;22497.10;1;1
15571221;Bergamaschi;Male;58;190696.35;1;1
15571244;Tung;Female;33;141426.78;0;1
15571261;Toscani;Female;35;53954.24;1;1
15571281;Ts'ao;Male;28;74687.37;1;1
15571284;Elmore;Male;32;56176.31;1;1
15571302;Estep;Male;72;78695.68;1;1
15571305;Stephenson;Female;35;179866.01;1;0
15571415;Okwudiliolisa;Male;56;46791.09;1;0
15571476;Kelly;Male;38;158344.63;0;0
15571529;Kirby;Female;48;57594.78;1;0
15571550;Dore;Male;39;80963.92;1;0
15571571;Ting;Female;31;176433.60;1;1
15571586;Briggs;Male;29;2705.31;1;0
15571666;Shaw;Male;30;43250.54;0;0
15571689;Kelechi;Female;37;27528.40;1;1
15571752;Romani;Female;32;43595.90;1;1
15571756;Ohearn;Female;28;59351.68;1;0
15571778;Trentini;Female;55;95941.55;1;0
15571816;Ritchie;Female;70;705.18;1;1
15571843;Lawrence;Male;24;98802.76;1;0
15571869;Lei;Female;50;166386.22;0;0
15571873;Sung;Male;24;51959.82;1;1
15571917;Eluemuno;Female;38;72985.61;1;0
15571928;Fraser;Female;43;115136.51;1;0
15571940;Afamefula;Male;22;49829.80;1;1
15571958;McIntosh;Male;40;171867.08;1;0
15571973;Chinwemma;Female;38;169291.70;1;0
15571995;Harper;Female;33;26362.40;1;1
15572021;Ts'ao;Female;29;70223.22;1;0
15572022;Han;Female;36;690.84;0;1
15572038;Chijindum;Male;35;188891.96;1;0
15572050;Yefimov;Male;48;24533.89;1;1
15572051;Kennedy;Male;40;144874.67;1;1
15572073;Yao;Male;35;62634.94;1;1
15572093;Han;Female;24;129001.30;1;0
15572114;Shih;Male;40;3258.60;1;1
15572145;Ashton;Female;34;94767.77;1;0
15572158;Blackburn;Male;41;11819.84;0;0
15572174;Mazzi;Male;29;71192.82;0;1
15572182;Onwuamaeze;Female;33;45445.78;1;0
15572265;Wu;Male;46;45041.32;1;0
15572291;Kao;Male;40;117122.50;0;0
15572294;Kelly;Male;28;129526.57;0;0
15572356;Tsai;Male;73;167969.15;0;1
15572360;Clark;Male;30;79240.90;0;0
15572361;Chill;Female;34;199420.41;1;0
15572374;Hopetoun;Male;36;108377.82;0;1
15572390;Huang;Female;39;103921.43;1;0
15572398;Townsend;Female;39;164018.98;1;1
15572408;Chambers;Male;39;63846.36;1;0
15572415;Preston;Male;34;160095.31;1;1
15572428;Rieke;Female;33;81508.10;1;1
15572461;Kung;Female;29;21170.81;0;0
15572467;Chandler;Male;37;127543.81;1;1
15572547;Vaguine;Female;45;155921.81;1;0
15572626;Mackenzie;Male;44;15627.51;1;1
15572631;Ndubuisi;Male;25;109895.16;0;1
15572657;H?;Male;29;181224.56;0;1
15572706;Smith;Male;37;61324.87;1;0
15572728;Ross;Male;36;151335.24;1;0
15572735;Chang;Male;27;153698.65;1;1
15572762;Matveyeva;Female;50;89822.48;1;0
15572767;Shelby;Male;29;124489.88;1;0
15572777;Meng;Male;47;37973.13;1;1
15572792;Bellucci;Male;35;135536.72;1;1
15572801;Krischock;Male;34;33950.08;0;0
15572956;Steen;Male;36;122305.91;1;1
15573045;Earl;Male;62;85153.00;1;1
15573077;Nwora;Female;25;73857.94;1;1
15573086;Millar;Male;42;36721.40;1;1
15573112;Kang;Male;29;161229.84;1;0
15573152;Glassman;Female;41;88852.47;0;0
15573171;Liao;Male;63;126688.83;1;1
15573242;Greene;Male;50;2704.98;1;1
15573278;Kennedy;Male;39;44265.28;1;0
15573280;Gallagher;Male;50;27814.74;1;1
15573284;Olisanugo;Female;45;11514.39;0;0
15573309;Ward;Female;48;95794.98;1;1
15573318;Kung;Male;26;166031.08;1;0
15573319;Azubuike;Female;35;197428.64;0;0
15573348;Maclean;Male;35;3769.71;1;1
15573452;Manning;Male;42;19862.78;1;0
15573456;Cunningham;Male;46;77405.95;1;0
15573520;Rhodes;Male;49;107472.99;0;1
15573599;Adamson;Female;57;194421.12;0;1
15573628;Greene;Female;51;146411.41;1;0
15573730;Thompson;Male;42;41682.30;1;0
15573741;Aliyeva;Male;38;105227.86;1;1
15573769;Fiorentini;Female;24;186105.99;1;0
15573798;Yermolayev;Female;36;81999.53;1;0
15573851;Macrossan;Female;38;92220.12;0;0
15573854;Chukwujekwu;Male;62;38652.96;0;1
15573876;Chia;Male;48;71139.80;1;0
15573888;Ponomaryov;Female;43;186438.86;0;0
15573893;Barry;Male;25;44381.06;1;1
15573926;Lung;Male;38;93478.96;0;0
15573971;Mills;Male;44;57898.58;0;0
15574004;Mancini;Female;27;24020.49;1;1
15574012;Chu;Male;44;149756.71;1;0
15574068;Norman;Male;56;55857.48;0;0
15574071;Muravyova;Male;23;127187.04;0;1
15574072;Ch'ien;Female;62;165702.64;1;1
15574115;Shaw;Female;41;35230.61;1;1
15574119;Okwuadigbo;Female;64;152273.57;1;1
15574122;Tien;Male;34;165562.84;0;0
15574137;Ch'in;Male;35;176450.19;1;1
15574142;Chuang;Female;28;9578.24;1;1
15574167;Fox;Male;33;159840.51;1;1
15574169;Trevisano;Female;32;4721.30;1;0
15574206;Shillito;Female;37;55100.09;1;1
15574213;Wilson;Female;53;5036.39;1;1
15574237;Hsueh;Female;21;110114.19;1;1
15574283;Padovano;Male;31;64014.24;0;1
15574296;Kambinachi;Male;23;93991.65;1;0
15574305;T'ang;Male;36;63795.80;1;1
15574324;Genovese;Female;29;104617.99;0;1
15574331;Alexeeva;Female;62;24765.53;0;1
15574352;Clogstoun;Male;43;140071.57;1;1
15574369;Bianchi;Male;53;22357.25;1;1
15574372;Hoolan;Male;35;181429.87;1;0
15574480;Ubanwa;Male;31;158054.49;0;0
15574523;Cheng;Male;39;68814.23;1;1
15574554;Pugh;Male;66;130664.79;1;1
15574558;Gunter;Male;32;41399.33;1;1
15574584;Fang;Male;33;39451.09;1;1
15574608;Sidorova;Male;36;143265.65;1;1
15574692;Pinto;Female;39;40721.24;1;0
15574743;Chiu;Male;29;168924.41;1;1
15574761;Lynch;Female;41;178994.13;1;0
15574783;Perkins;Female;37;180363.56;1;1
15574795;Lombardo;Female;38;47089.72;1;1
15574830;Townsley;Male;58;147635.33;1;0
15574842;Lorenzo;Female;25;199357.24;1;1
15574858;Page;Male;37;287.99;1;1
15574868;Lowell;Male;36;1871.25;0;0
15574879;Wright;Female;37;23146.62;0;1
15574886;Palerma;Male;32;146949.74;1;1
15574910;Ferguson;Male;50;185855.21;1;0
15574947;Cartwright;Male;36;21478.36;0;1
15575002;Ferguson;Male;29;36221.18;1;0
15575024;Uwaezuoke;Male;29;143954.99;1;1
15575060;Gardner;Male;24;182257.61;1;0
15575119;Hughes;Male;71;146895.36;1;1
15575146;Jamieson;Male;51;67311.12;1;1
15575147;Wall;Male;22;68297.61;1;0
15575185;Bushell;Male;33;194239.63;0;1
15575214;Ch'en;Male;37;159486.76;1;0
15575243;Gorbunova;Female;39;187905.12;1;1
15575247;Cartwright;Male;30;126812.85;1;0
15575391;Claypool;Female;37;38252.25;1;1
15575399;Somadina;Female;42;101778.90;1;0
15575409;Rozhkova;Male;31;107137.30;1;0
15575410;Chidiegwu;Female;39;118358.54;1;0
15575417;Chou;Male;37;17294.12;1;1
15575428;Mistry;Female;35;16910.98;1;1
15575430;Robson;Female;33;157564.75;1;1
15575438;Pease;Male;42;79323.61;1;1
15575445;Ferguson;Male;41;6936.27;0;0
15575486;Okoli;Female;27;37769.98;1;1
15575492;Kennedy;Female;41;171378.77;1;0
15575498;Gould;Female;39;96075.55;1;0
15575510;Milanesi;Female;32;153662.88;0;1
15575581;Dickson;Female;30;54776.64;1;0
15575605;Napolitano;Male;38;158697.28;1;1
15575619;Teakle;Female;32;17034.37;1;1
15575623;Simpson;Female;31;148218.86;1;0
15575676;Chung;Male;24;162597.15;0;1
15575679;Lori;Male;24;58781.11;1;0
15575691;Palerma;Female;58;49848.86;0;1
15575694;Yobachukwu;Female;45;71133.12;1;0
15575748;Conti;Male;36;109135.11;0;1
15575759;Bentley;Female;40;109638.78;1;0
15575858;Bergamaschi;Male;40;134281.11;1;0
15575883;Manna;Male;34;9677.00;1;0
15575935;Baxter;Male;59;21063.71;0;1
15575955;Lujan;Female;24;88724.49;1;0
15576000;Chibueze;Male;40;67972.45;1;1
15576022;Nwachinemelu;Male;38;80630.32;0;1
15576044;Macdonald;Male;28;145558.42;1;0
15576065;Sims;Female;40;159718.27;1;1
15576077;Kelly;Female;27;103381.47;0;1
15576085;Stone;Male;41;143882.25;0;0
15576094;Sung;Male;71;29837.65;0;1
15576111;Reagan;Male;33;61829.89;1;0
15576124;Muravyova;Male;41;128528.83;1;0
15576126;Young;Female;41;70523.92;1;1
15576131;Phillips;Male;40;147878.05;1;0
15576156;Abazu;Female;28;48426.98;1;0
15576162;King;Male;32;2755.53;1;1
15576185;Sinclair;Male;29;41671.81;1;1
15576196;Benson;Female;48;186489.14;0;0
15576216;Chienezie;Female;37;79555.08;1;0
15576219;Cameron;Male;32;6225.63;1;1
15576256;Yusupova;Male;39;129892.93;1;1
15576263;Clements;Female;22;22303.17;1;0
15576269;Madison;Male;34;62030.06;1;0
15576304;Bailey;Male;29;152723.23;1;1
15576313;Wei;Female;40;76192.21;1;0
15576352;Revell;Female;57;6057.81;0;1
15576360;Ch'iu;Male;40;67803.83;1;1
15576368;Bledsoe;Female;48;30020.09;0;0
15576517;Everingham;Female;34;70618.00;1;1
15576526;Steele;Male;36;41291.05;0;1
15576550;Ugochukwu;Female;38;112442.63;1;0
15576602;Lawrence;Male;38;80061.31;1;1
15576615;Giordano;Male;37;80408.59;1;0
15576623;Outlaw;Male;31;31474.27;1;0
15576641;Crawford;Male;40;50783.10;1;1
15576644;Lin;Female;29;122134.56;1;0
15576676;Serrano;Female;28;50299.14;1;1
15576680;Stevenson;Male;29;51705.01;0;0
15576683;Yin;Female;43;125870.79;1;0
15576706;Ajuluchukwu;Male;37;175820.91;0;1
15576714;Manna;Female;21;154767.34;1;1
15576723;Ts'ai;Female;37;194270.91;1;1
15576745;Fyodorov;Male;48;197885.72;0;1
15576760;Onodugoadiegbemma;Male;36;196142.26;0;0
15576774;Stevenson;Female;38;45779.90;0;0
15576824;Kennedy;Female;44;104722.47;1;1
15576928;Walsh;Female;23;122964.18;1;0
15576935;Ampt;Male;43;93228.86;0;1
15576945;Clements;Male;29;142516.35;1;0
15576990;Taplin;Female;25;58214.79;1;0
15577018;Tsao;Female;26;96885.19;0;0
15577064;Onyekaozulu;Male;36;107948.72;1;0
15577078;Zakharov;Male;38;152880.07;1;1
15577107;Milne;Female;22;168412.07;0;1
15577170;Manfrin;Male;60;13889.73;0;1
15577178;Genovese;Male;45;193160.25;1;0
15577274;Genovese;Female;43;6101.41;1;0
15577313;Lionel;Male;44;5075.17;1;0
15577359;Bezrukov;Male;47;121964.46;1;0
15577398;Ch'eng;Male;30;188809.23;1;1
15577402;Grant;Male;31;20492.16;0;1
15577423;Mosley;Female;39;93132.61;1;0
15577478;Ch'iu;Female;72;86733.61;1;1
15577514;Mai;Female;36;13387.88;1;1
15577515;Sung;Female;55;140003.00;0;1
15577587;Reynolds;Male;52;41730.37;1;1
15577598;Chiang;Male;23;70400.86;1;0
15577657;McDonald;Male;41;170886.17;1;1
15577683;Maclean;Female;29;100919.19;1;1
15577695;Zito;Male;41;14083.12;1;0
15577700;Rapuokwu;Male;37;134526.87;1;1
15577751;Pisano;Male;30;8693.80;0;0
15577771;Akabueze;Female;40;120373.84;1;1
15577806;Chiu;Female;54;192154.66;1;1
15577831;Byrne;Male;41;10779.69;0;0
15577905;Hammond;Male;34;182262.66;0;1
15577913;Oliver;Female;32;87609.50;1;1
15577970;Alexeeva;Male;34;43540.59;0;0
15577985;Chinomso;Female;34;17993.43;1;1
15577988;Skinner;Female;35;3342.62;1;1
15577999;Sleeman;Female;62;70916.00;1;0
15578006;Yao;Female;85;116537.96;1;1
15578045;Mitchell;Female;49;173779.25;0;0
15578073;Barker;Male;22;142331.85;0;0
15578096;Nnachetam;Male;26;103563.23;0;0
15578098;Jamieson;Male;31;121555.51;1;1
15578141;Chien;Male;38;12905.89;1;1
15578156;Anenechukwu;Male;32;56897.10;1;1
15578186;Pirozzi;Male;37;144995.33;1;0
15578211;Connolly;Male;23;163225.48;1;1
15578238;Calabrese;Male;47;193305.35;1;0
15578251;Fang;Male;37;92809.73;1;0
15578297;Ebelegbulam;Female;43;138510.01;1;0
15578307;Lucchese;Female;33;83681.97;1;1
15578369;Chiedozie;Female;37;159132.83;1;0
15578374;Gilroy;Male;36;45414.09;1;0
15578375;Farrell;Male;39;134441.60;0;0
15578435;Langlands;Male;40;157886.60;1;1
15578462;Hs?;Female;76;13455.43;1;1
15578515;Osinachi;Female;38;158553.10;1;0
15578546;Akobundu;Male;26;145900.89;1;1
15578603;Alexeieva;Female;54;138192.98;0;0
15578648;Marino;Male;49;104253.56;1;0
15578671;Webb;Female;29;133267.69;1;1
15578722;Bradley;Male;39;196112.45;1;0
15578738;Tuan;Male;32;151924.90;1;1
15578747;Chineze;Male;26;59195.05;0;1
15578761;Cunningham;Female;42;177683.02;1;1
15578783;Mai;Male;35;17242.79;1;1
15578787;Goddard;Female;52;90964.54;1;0
15578788;Bibi;Male;40;41248.80;0;0
15578799;Anayolisa;Female;58;192072.10;1;1
15578809;Hao;Male;40;174434.06;0;0
15578825;Golubev;Female;29;17744.72;1;0
15578835;Brookes;Female;50;8270.06;0;1
15578865;Palerma;Female;50;6985.34;1;1
15578866;Hughes;Female;43;55119.53;1;1
15578878;Hancock;Female;30;33230.37;1;1
15578908;Todd;Female;32;138525.19;1;1
15578977;Robinson;Male;34;144517.19;1;0
15578980;Piazza;Female;33;58685.59;1;1
15579040;Hs?;Female;46;109184.24;0;0
15579062;Chu;Male;32;30807.02;0;0
15579074;Obiajulu;Male;38;184754.26;1;1
15579109;Napolitano;Male;35;15118.20;1;1
15579112;Gibson;Male;47;186116.54;1;1
15579130;Chidiegwu;Female;43;181499.77;1;0
15579131;Ricci;Male;25;83449.65;1;1
15579166;Munro;Female;30;160948.87;1;1
15579183;Spaull;Male;64;53710.23;1;1
15579189;Mitchell;Female;42;120512.08;0;1
15579207;Watkins;Male;37;105476.65;1;0
15579208;Chikezie;Female;48;191870.28;1;1
15579212;Chuang;Male;57;33676.48;1;0
15579223;Niu;Male;30;192950.60;1;0
15579262;Shearston;Male;41;22074.48;0;0
15579287;Rossi;Male;35;86383.82;0;1
15579334;Watkins;Female;45;124118.71;1;0
15579345;Murphy;Female;74;134869.93;1;1
15579387;Ni;Female;44;113291.75;0;1
15579433;Pugh;Male;29;192120.66;0;0
15579526;O'Meara;Male;42;23399.58;1;1
15579548;Nicholson;Male;36;105152.17;1;0
15579559;Chienezie;Male;30;80676.83;1;1
15579566;Li Fonti;Female;43;18761.92;1;0
15579583;Hall;Female;40;51703.09;1;1
15579616;Goodwin;Female;42;198134.90;0;1
15579617;Sinclair;Female;51;174098.28;0;1
15579647;Oluchukwu;Male;42;160828.98;1;1
15579706;Curtis;Female;46;77677.14;1;0
15579714;Pan;Female;29;196651.72;0;1
15579777;Sazonova;Male;41;128892.36;1;0
15579781;Buccho;Male;31;190803.37;1;0
15579787;Nkemakonam;Male;39;155023.93;1;0
15579808;Kramer;Female;39;87684.93;1;1
15579820;Robertson;Male;38;173776.50;1;0
15579826;Young;Female;66;65535.56;1;0
15579891;Milani;Male;52;186775.25;1;1
15579892;Doyle;Male;19;4491.77;1;1
15579914;Garcia;Male;30;139712.81;1;1
15579915;Glennon;Male;29;139953.94;1;0
15579969;Mancini;Female;32;24991.92;1;1
15579994;Shaw;Male;23;62733.05;1;1
15579996;Iroawuchi;Female;25;193668.49;0;0
15580043;Murray;Female;22;34397.08;1;1
15580068;Buccho;Male;35;105618.14;1;1
15580134;Crawford;Male;27;40315.27;1;1
15580146;Hung;Male;31;41970.72;1;0
15580148;Welch;Male;40;20451.99;1;0
15580149;Fowler;Male;41;43889.41;1;0
15580203;Kennedy;Male;39;100130.95;0;0
15580213;McIntyre;Female;43;89402.54;1;0
15580227;Moss;Male;33;115676.61;1;0
15580249;Lori;Male;45;84663.21;0;0
15580252;Waters;Male;44;2048.55;0;1
15580366;Okechukwu;Male;54;172601.62;1;1
15580462;Corby;Male;40;19842.22;1;1
15580487;Martin;Male;38;84270.09;0;1
15580493;Chin;Male;33;163477.22;1;0
15580560;Harris;Female;73;29792.11;1;1
15580579;Trevisani;Female;40;49594.19;1;1
15580623;Yefremova;Male;28;77660.03;0;0
15580629;Blackwood;Male;31;192029.19;1;0
15580682;Tsai;Female;40;33524.60;1;1
15580684;Feng;Female;29;42334.38;1;0
15580701;Ma;Male;33;79176.09;1;0
15580719;Davis;Female;23;79734.23;1;1
15580805;Marino;Male;27;51620.94;1;0
15580845;Chienezie;Male;57;113483.96;0;1
15580872;Chinweike;Female;38;109394.62;1;0
15580912;McNeill;Male;32;172638.13;1;1
15580914;Okechukwu;Male;48;44147.95;0;1
15580935;Okechukwu;Male;33;121747.96;1;0
15580953;Forbes;Male;30;126796.69;0;1
15580956;McNess;Female;43;117349.19;1;1
15580988;Odell;Male;29;123437.05;1;1
15581036;Beyer;Female;40;120158.72;1;0
15581089;Knight;Male;35;43036.60;1;1
15581102;Baresi;Female;22;142670.61;0;1
15581115;Middleton;Female;39;48224.72;0;0
15581197;Ricci;Female;51;85578.63;0;1
15581198;Jenkins;Female;39;112946.67;1;0
15581229;Gregory;Female;32;122763.95;0;1
15581237;Biryukova;Male;33;149536.15;1;1
15581252;Dolgorukova;Female;29;7820.78;1;0
15581280;Atkinson;Male;29;69578.49;1;1
15581282;Lucchese;Female;39;24176.44;1;0
15581286;Castro;Female;40;12799.23;1;1
15581295;Ch'ien;Female;45;143298.06;1;0
15581323;White;Female;28;106799.49;1;0
